BALANCING_AREA_TIMEPOINTS_1,BALANCING_AREA_TIMEPOINTS_2,GenUnitLargestContingency
system_wide_balancing_area,2008061714,180.0
system_wide_balancing_area,2008061716,180.0
system_wide_balancing_area,2008061718,183.122632067545
system_wide_balancing_area,2008061720,187.74562211764484
system_wide_balancing_area,2008061722,198.4487967999996
system_wide_balancing_area,2008081800,213.56636769883545
system_wide_balancing_area,2008081802,218.90934708883543
system_wide_balancing_area,2008081804,224.3541419188354
system_wide_balancing_area,2008081806,202.6360276742617
system_wide_balancing_area,2008081808,180.0
system_wide_balancing_area,2008081810,180.0
system_wide_balancing_area,2008081812,180.0
system_wide_balancing_area,2008081814,180.0
system_wide_balancing_area,2008081816,180.0
system_wide_balancing_area,2008081818,185.0870493859095
system_wide_balancing_area,2008081820,180.5558198441439
system_wide_balancing_area,2008081822,226.8168234764625
system_wide_balancing_area,2008091000,180.0
system_wide_balancing_area,2008091002,180.0
system_wide_balancing_area,2008091004,180.0
system_wide_balancing_area,2008091006,180.0
system_wide_balancing_area,2008091008,180.0
system_wide_balancing_area,2008091010,180.0
system_wide_balancing_area,2008091012,180.0
system_wide_balancing_area,2008091014,180.0
system_wide_balancing_area,2008091016,180.0
system_wide_balancing_area,2008091018,189.70087053095415
system_wide_balancing_area,2008091020,187.79277652994818
system_wide_balancing_area,2008091022,191.88940569883593
system_wide_balancing_area,2008112200,180.0
system_wide_balancing_area,2008112202,180.0
system_wide_balancing_area,2008112204,180.0
system_wide_balancing_area,2008112206,180.0
system_wide_balancing_area,2008112208,180.0
system_wide_balancing_area,2008112210,180.0
system_wide_balancing_area,2008112212,180.0
system_wide_balancing_area,2008112214,180.0
system_wide_balancing_area,2008112216,180.0
system_wide_balancing_area,2008112218,185.51626636808834
system_wide_balancing_area,2008112220,185.2028517110195
system_wide_balancing_area,2008112222,180.0
system_wide_balancing_area,2107011200,226.04712271883596
system_wide_balancing_area,2107011202,180.0
system_wide_balancing_area,2107011204,180.11766791883596
system_wide_balancing_area,2107011206,180.0
system_wide_balancing_area,2107011208,219.48752532299653
system_wide_balancing_area,2107011210,180.0
system_wide_balancing_area,2107011212,180.0
system_wide_balancing_area,2107011214,180.0
system_wide_balancing_area,2107011216,180.0
system_wide_balancing_area,2107011218,216.05383094763215
system_wide_balancing_area,2107011220,180.0
system_wide_balancing_area,2107011222,180.0
system_wide_balancing_area,2107011900,180.0
system_wide_balancing_area,2107011902,180.0
system_wide_balancing_area,2107011904,180.0
system_wide_balancing_area,2107011906,180.0
system_wide_balancing_area,2107011908,180.0
system_wide_balancing_area,2107011910,180.0
system_wide_balancing_area,2107011912,180.0
system_wide_balancing_area,2107011914,180.0
system_wide_balancing_area,2107011916,180.0
system_wide_balancing_area,2107011918,206.44474590702424
system_wide_balancing_area,2107011920,180.0
system_wide_balancing_area,2107011922,180.0
system_wide_balancing_area,2107021200,180.0
system_wide_balancing_area,2107021202,234.6299457161886
system_wide_balancing_area,2107021204,191.66636769883547
system_wide_balancing_area,2107021206,180.0
system_wide_balancing_area,2107021208,180.0
system_wide_balancing_area,2107021210,180.0
system_wide_balancing_area,2107021212,180.0
system_wide_balancing_area,2107021214,199.40546234000163
system_wide_balancing_area,2107021216,180.57492717264012
system_wide_balancing_area,2107021218,185.25717264973497
system_wide_balancing_area,2107021220,180.0
system_wide_balancing_area,2107021222,180.0
system_wide_balancing_area,2107050200,180.0
system_wide_balancing_area,2107050202,180.0
system_wide_balancing_area,2107050204,180.0
system_wide_balancing_area,2107050206,184.999587938697
system_wide_balancing_area,2107050208,180.0
system_wide_balancing_area,2107050210,180.0
system_wide_balancing_area,2107050212,180.0
system_wide_balancing_area,2107050214,180.0
system_wide_balancing_area,2107050216,180.0
system_wide_balancing_area,2107050218,195.63892026036504
system_wide_balancing_area,2107050220,180.0
system_wide_balancing_area,2107050222,180.0
system_wide_balancing_area,2107092200,181.3826598581987
system_wide_balancing_area,2107092202,180.0
system_wide_balancing_area,2107092204,193.9663676988356
system_wide_balancing_area,2107092206,180.0
system_wide_balancing_area,2107092208,180.0
system_wide_balancing_area,2107092210,180.0
system_wide_balancing_area,2107092212,180.0
system_wide_balancing_area,2107092214,187.2918364187719
system_wide_balancing_area,2107092216,201.57536769883546
system_wide_balancing_area,2107092218,180.0
system_wide_balancing_area,2107092220,180.0
system_wide_balancing_area,2107092222,180.0
system_wide_balancing_area,2107102700,180.0
system_wide_balancing_area,2107102702,180.0
system_wide_balancing_area,2107102704,180.0
system_wide_balancing_area,2107102706,180.0
system_wide_balancing_area,2107102708,180.0
system_wide_balancing_area,2107102710,180.0
system_wide_balancing_area,2107102712,180.0
system_wide_balancing_area,2107102714,180.0
system_wide_balancing_area,2107102716,180.0
system_wide_balancing_area,2107102718,180.0
system_wide_balancing_area,2107102720,180.0
system_wide_balancing_area,2107102722,180.0
system_wide_balancing_area,2107121500,180.0
system_wide_balancing_area,2107121502,192.3753676988357
system_wide_balancing_area,2107121504,267.0663676988347
system_wide_balancing_area,2107121506,180.0
system_wide_balancing_area,2107121508,180.0
system_wide_balancing_area,2107121510,180.0
system_wide_balancing_area,2107121512,180.0
system_wide_balancing_area,2107121514,180.0
system_wide_balancing_area,2107121516,212.0493292789774
system_wide_balancing_area,2107121518,237.4744589023493
system_wide_balancing_area,2107121520,206.12259490333173
system_wide_balancing_area,2107121522,180.0
system_wide_balancing_area,2108022000,243.27422209883545
system_wide_balancing_area,2108022002,180.0
system_wide_balancing_area,2108022004,180.0
system_wide_balancing_area,2108022006,209.8968971813872
system_wide_balancing_area,2108022008,180.0
system_wide_balancing_area,2108022010,180.0
system_wide_balancing_area,2108022012,180.0
system_wide_balancing_area,2108022014,180.0
system_wide_balancing_area,2108022016,180.0
system_wide_balancing_area,2108022018,220.91853248656122
system_wide_balancing_area,2108022020,180.0
system_wide_balancing_area,2108022022,180.0
system_wide_balancing_area,2108041000,180.0
system_wide_balancing_area,2108041002,180.0
system_wide_balancing_area,2108041004,254.14466569883555
system_wide_balancing_area,2108041006,180.0
system_wide_balancing_area,2108041008,180.0
system_wide_balancing_area,2108041010,180.0
system_wide_balancing_area,2108041012,180.0
system_wide_balancing_area,2108041014,180.0
system_wide_balancing_area,2108041016,180.0
system_wide_balancing_area,2108041018,199.63205097185912
system_wide_balancing_area,2108041020,180.0
system_wide_balancing_area,2108041022,180.0
system_wide_balancing_area,2108061700,180.0
system_wide_balancing_area,2108061702,180.0
system_wide_balancing_area,2108061704,180.0
system_wide_balancing_area,2108061706,193.52973058687428
system_wide_balancing_area,2108061708,187.77898424380345
system_wide_balancing_area,2108061710,180.0
system_wide_balancing_area,2108061712,180.0
system_wide_balancing_area,2108061714,205.96903788858333
system_wide_balancing_area,2108061716,180.0
system_wide_balancing_area,2108061718,233.26875005922244
system_wide_balancing_area,2108061720,180.0
system_wide_balancing_area,2108061722,180.0
system_wide_balancing_area,2108081800,180.0
system_wide_balancing_area,2108081802,180.0
system_wide_balancing_area,2108081804,180.0
system_wide_balancing_area,2108081806,193.60569609986743
system_wide_balancing_area,2108081808,180.0
system_wide_balancing_area,2108081810,180.0
system_wide_balancing_area,2108081812,180.0
system_wide_balancing_area,2108081814,180.0
system_wide_balancing_area,2108081816,180.0
system_wide_balancing_area,2108081818,196.18924134873726
system_wide_balancing_area,2108081820,210.63607408892716
system_wide_balancing_area,2108081822,180.0
system_wide_balancing_area,2108091000,180.0
system_wide_balancing_area,2108091002,180.0
system_wide_balancing_area,2108091004,180.0
system_wide_balancing_area,2108091006,180.0
system_wide_balancing_area,2108091008,180.0
system_wide_balancing_area,2108091010,180.0
system_wide_balancing_area,2108091012,180.0
system_wide_balancing_area,2108091014,180.0
system_wide_balancing_area,2108091016,180.0
system_wide_balancing_area,2108091018,200.72781467324683
system_wide_balancing_area,2108091020,180.0
system_wide_balancing_area,2108091022,180.0
system_wide_balancing_area,2108112200,224.70000000000027
system_wide_balancing_area,2108112202,239.60000000000036
system_wide_balancing_area,2108112204,232.17536769883597
system_wide_balancing_area,2108112206,383.2982672889617
system_wide_balancing_area,2108112208,201.76636769883547
system_wide_balancing_area,2108112210,222.10885514047612
system_wide_balancing_area,2108112212,200.28393916848518
system_wide_balancing_area,2108112214,187.75569295347617
system_wide_balancing_area,2108112216,210.72420675479253
system_wide_balancing_area,2108112218,210.40296318009857
system_wide_balancing_area,2108112220,180.0
system_wide_balancing_area,2108112222,212.27536769883494
system_wide_balancing_area,2207011200,134.4
system_wide_balancing_area,2207011202,134.4
system_wide_balancing_area,2207011204,135.85151527337086
system_wide_balancing_area,2207011206,135.8070256171674
system_wide_balancing_area,2207011208,151.83969576756573
system_wide_balancing_area,2207011210,150.85958739047592
system_wide_balancing_area,2207011212,134.4
system_wide_balancing_area,2207011214,134.4
system_wide_balancing_area,2207011216,162.92181387701316
system_wide_balancing_area,2207011218,134.4
system_wide_balancing_area,2207011220,134.4
system_wide_balancing_area,2207011222,134.4
system_wide_balancing_area,2207011900,137.69593126799268
system_wide_balancing_area,2207011902,165.60594975758568
system_wide_balancing_area,2207011904,134.4
system_wide_balancing_area,2207011906,134.4
system_wide_balancing_area,2207011908,134.4
system_wide_balancing_area,2207011910,134.4
system_wide_balancing_area,2207011912,134.4
system_wide_balancing_area,2207011914,134.4
system_wide_balancing_area,2207011916,134.4
system_wide_balancing_area,2207011918,134.4
system_wide_balancing_area,2207011920,174.49826320346884
system_wide_balancing_area,2207011922,134.4
system_wide_balancing_area,2207021200,149.00271323238587
system_wide_balancing_area,2207021202,167.343289363285
system_wide_balancing_area,2207021204,134.3
system_wide_balancing_area,2207021206,224.26100161282773
system_wide_balancing_area,2207021208,90.0
system_wide_balancing_area,2207021210,90.0
system_wide_balancing_area,2207021212,90.0
system_wide_balancing_area,2207021214,90.0
system_wide_balancing_area,2207021216,142.79001716400614
system_wide_balancing_area,2207021218,134.4
system_wide_balancing_area,2207021220,134.4
system_wide_balancing_area,2207021222,134.4
system_wide_balancing_area,2207050200,182.4897796026952
system_wide_balancing_area,2207050202,134.4
system_wide_balancing_area,2207050204,163.588018697818
system_wide_balancing_area,2207050206,240.36473596849012
system_wide_balancing_area,2207050208,142.66636769883547
system_wide_balancing_area,2207050210,134.4
system_wide_balancing_area,2207050212,134.4
system_wide_balancing_area,2207050214,134.4
system_wide_balancing_area,2207050216,139.0000042011244
system_wide_balancing_area,2207050218,147.41914284512802
system_wide_balancing_area,2207050220,134.4
system_wide_balancing_area,2207050222,134.4
system_wide_balancing_area,2207092200,162.75215843937045
system_wide_balancing_area,2207092202,152.24693469254015
system_wide_balancing_area,2207092204,160.2511915647987
system_wide_balancing_area,2207092206,134.3
system_wide_balancing_area,2207092208,90.0
system_wide_balancing_area,2207092210,90.0
system_wide_balancing_area,2207092212,90.0
system_wide_balancing_area,2207092214,90.0
system_wide_balancing_area,2207092216,90.0
system_wide_balancing_area,2207092218,134.4
system_wide_balancing_area,2207092220,177.93620240624486
system_wide_balancing_area,2207092222,134.4
system_wide_balancing_area,2207102700,151.48808141147285
system_wide_balancing_area,2207102702,159.78537758383538
system_wide_balancing_area,2207102704,134.7606344556794
system_wide_balancing_area,2207102706,159.628197222492
system_wide_balancing_area,2207102708,152.21596677920613
system_wide_balancing_area,2207102710,134.4
system_wide_balancing_area,2207102712,134.4
system_wide_balancing_area,2207102714,134.4
system_wide_balancing_area,2207102716,141.64252178855253
system_wide_balancing_area,2207102718,134.4
system_wide_balancing_area,2207102720,134.4
system_wide_balancing_area,2207102722,134.4
system_wide_balancing_area,2207121500,134.4
system_wide_balancing_area,2207121502,134.4
system_wide_balancing_area,2207121504,134.4
system_wide_balancing_area,2207121506,134.4
system_wide_balancing_area,2207121508,134.4
system_wide_balancing_area,2207121510,153.5972577019333
system_wide_balancing_area,2207121512,165.2518525186996
system_wide_balancing_area,2207121514,134.4
system_wide_balancing_area,2207121516,134.4
system_wide_balancing_area,2207121518,134.4
system_wide_balancing_area,2207121520,286.66301632845267
system_wide_balancing_area,2207121522,134.4
system_wide_balancing_area,2208022000,134.4
system_wide_balancing_area,2208022002,134.4
system_wide_balancing_area,2208022004,134.4
system_wide_balancing_area,2208022006,134.4
system_wide_balancing_area,2208022008,134.4
system_wide_balancing_area,2208022010,134.4
system_wide_balancing_area,2208022012,136.70029804412547
system_wide_balancing_area,2208022014,152.7614995169758
system_wide_balancing_area,2208022016,134.4
system_wide_balancing_area,2208022018,134.4
system_wide_balancing_area,2208022020,134.4
system_wide_balancing_area,2208022022,134.4
system_wide_balancing_area,2208041000,134.4
system_wide_balancing_area,2208041002,194.64202016632075
system_wide_balancing_area,2208041004,134.4
system_wide_balancing_area,2208041006,134.4
system_wide_balancing_area,2208041008,134.4
system_wide_balancing_area,2208041010,134.4
system_wide_balancing_area,2208041012,134.4
system_wide_balancing_area,2208041014,134.4
system_wide_balancing_area,2208041016,134.4
system_wide_balancing_area,2208041018,134.4
system_wide_balancing_area,2208041020,134.4
system_wide_balancing_area,2208041022,173.50000000000006
system_wide_balancing_area,2208061700,134.4
system_wide_balancing_area,2208061702,190.15982798033292
system_wide_balancing_area,2208061704,134.4
system_wide_balancing_area,2208061706,134.4
system_wide_balancing_area,2208061708,134.4
system_wide_balancing_area,2208061710,139.06783478740056
system_wide_balancing_area,2208061712,154.90524949341741
system_wide_balancing_area,2208061714,134.4
system_wide_balancing_area,2208061716,134.4
system_wide_balancing_area,2208061718,181.62898853946325
system_wide_balancing_area,2208061720,134.4
system_wide_balancing_area,2208061722,149.43469229084602
system_wide_balancing_area,2208081800,151.31796090875065
system_wide_balancing_area,2208081802,134.4
system_wide_balancing_area,2208081804,134.4
system_wide_balancing_area,2208081806,134.4
system_wide_balancing_area,2208081808,144.62636686796264
system_wide_balancing_area,2208081810,141.63720072829318
system_wide_balancing_area,2208081812,134.4
system_wide_balancing_area,2208081814,134.4
system_wide_balancing_area,2208081816,159.15080869857204
system_wide_balancing_area,2208081818,135.53065934473332
system_wide_balancing_area,2208081820,134.4
system_wide_balancing_area,2208081822,134.4
system_wide_balancing_area,2208091000,134.4
system_wide_balancing_area,2208091002,150.0
system_wide_balancing_area,2208091004,135.20963911053073
system_wide_balancing_area,2208091006,134.4
system_wide_balancing_area,2208091008,207.1284200877946
system_wide_balancing_area,2208091010,142.66636769883547
system_wide_balancing_area,2208091012,134.4
system_wide_balancing_area,2208091014,143.21332313875442
system_wide_balancing_area,2208091016,192.33525077890198
system_wide_balancing_area,2208091018,134.4
system_wide_balancing_area,2208091020,134.4
system_wide_balancing_area,2208091022,134.4
system_wide_balancing_area,2208112200,193.62469393406244
system_wide_balancing_area,2208112202,134.4
system_wide_balancing_area,2208112204,134.4
system_wide_balancing_area,2208112206,150.0
system_wide_balancing_area,2208112208,134.4
system_wide_balancing_area,2208112210,134.4
system_wide_balancing_area,2208112212,138.72067661177456
system_wide_balancing_area,2208112214,194.55936365672022
system_wide_balancing_area,2208112216,134.4
system_wide_balancing_area,2208112218,155.26525637117197
system_wide_balancing_area,2208112220,134.4
system_wide_balancing_area,2208112222,146.485144206
system_wide_balancing_area,2307011200,134.4
system_wide_balancing_area,2307011202,178.49628447993433
system_wide_balancing_area,2307011204,136.96396151371673
system_wide_balancing_area,2307011206,153.2079597077306
system_wide_balancing_area,2307011208,134.4
system_wide_balancing_area,2307011210,134.4
system_wide_balancing_area,2307011212,134.4
system_wide_balancing_area,2307011214,134.4
system_wide_balancing_area,2307011216,134.4
system_wide_balancing_area,2307011218,134.4
system_wide_balancing_area,2307011220,134.4
system_wide_balancing_area,2307011222,134.4
system_wide_balancing_area,2307011900,134.4
system_wide_balancing_area,2307011902,150.0
system_wide_balancing_area,2307011904,163.60197939000005
system_wide_balancing_area,2307011906,134.4
system_wide_balancing_area,2307011908,134.4
system_wide_balancing_area,2307011910,134.4
system_wide_balancing_area,2307011912,134.4
system_wide_balancing_area,2307011914,134.4
system_wide_balancing_area,2307011916,134.4
system_wide_balancing_area,2307011918,147.6569029492337
system_wide_balancing_area,2307011920,134.4
system_wide_balancing_area,2307011922,134.4
system_wide_balancing_area,2307021200,134.4
system_wide_balancing_area,2307021202,251.75721811590896
system_wide_balancing_area,2307021204,190.19647381973962
system_wide_balancing_area,2307021206,134.4
system_wide_balancing_area,2307021208,90.0
system_wide_balancing_area,2307021210,102.57532599308254
system_wide_balancing_area,2307021212,90.0
system_wide_balancing_area,2307021214,90.0
system_wide_balancing_area,2307021216,93.40964018516017
system_wide_balancing_area,2307021218,134.4
system_wide_balancing_area,2307021220,134.4
system_wide_balancing_area,2307021222,134.4
system_wide_balancing_area,2307050200,134.4
system_wide_balancing_area,2307050202,134.4
system_wide_balancing_area,2307050204,155.50772369427395
system_wide_balancing_area,2307050206,134.4
system_wide_balancing_area,2307050208,134.4
system_wide_balancing_area,2307050210,144.89785379066825
system_wide_balancing_area,2307050212,134.4
system_wide_balancing_area,2307050214,134.4
system_wide_balancing_area,2307050216,152.1065984173626
system_wide_balancing_area,2307050218,162.18446238366974
system_wide_balancing_area,2307050220,134.4
system_wide_balancing_area,2307050222,157.53575217568675
system_wide_balancing_area,2307092200,134.4
system_wide_balancing_area,2307092202,200.7671239408713
system_wide_balancing_area,2307092204,134.3
system_wide_balancing_area,2307092206,134.3
system_wide_balancing_area,2307092208,90.26636769883547
system_wide_balancing_area,2307092210,116.08210073837083
system_wide_balancing_area,2307092212,90.0
system_wide_balancing_area,2307092214,90.0
system_wide_balancing_area,2307092216,106.848113028325
system_wide_balancing_area,2307092218,134.4
system_wide_balancing_area,2307092220,134.4
system_wide_balancing_area,2307092222,134.4
system_wide_balancing_area,2307102700,152.79584872516588
system_wide_balancing_area,2307102702,134.4
system_wide_balancing_area,2307102704,134.4
system_wide_balancing_area,2307102706,134.4
system_wide_balancing_area,2307102708,134.4
system_wide_balancing_area,2307102710,134.4
system_wide_balancing_area,2307102712,136.61154610178596
system_wide_balancing_area,2307102714,134.4
system_wide_balancing_area,2307102716,134.4
system_wide_balancing_area,2307102718,161.17371015675394
system_wide_balancing_area,2307102720,134.4
system_wide_balancing_area,2307102722,134.4
system_wide_balancing_area,2307121500,134.4
system_wide_balancing_area,2307121502,134.4
system_wide_balancing_area,2307121504,134.4
system_wide_balancing_area,2307121506,134.4
system_wide_balancing_area,2307121508,142.66636769883547
system_wide_balancing_area,2307121510,134.4
system_wide_balancing_area,2307121512,134.4
system_wide_balancing_area,2307121514,134.4
system_wide_balancing_area,2307121516,134.4
system_wide_balancing_area,2307121518,146.36642009427084
system_wide_balancing_area,2307121520,134.4
system_wide_balancing_area,2307121522,134.4
system_wide_balancing_area,2308022000,155.33279134584254
system_wide_balancing_area,2308022002,134.4
system_wide_balancing_area,2308022004,134.4
system_wide_balancing_area,2308022006,134.4
system_wide_balancing_area,2308022008,134.4
system_wide_balancing_area,2308022010,165.58315519160246
system_wide_balancing_area,2308022012,134.4
system_wide_balancing_area,2308022014,134.4
system_wide_balancing_area,2308022016,134.4
system_wide_balancing_area,2308022018,134.4
system_wide_balancing_area,2308022020,134.4
system_wide_balancing_area,2308022022,134.4
system_wide_balancing_area,2308041000,134.4
system_wide_balancing_area,2308041002,154.51687711373242
system_wide_balancing_area,2308041004,150.0
system_wide_balancing_area,2308041006,134.4
system_wide_balancing_area,2308041008,134.4
system_wide_balancing_area,2308041010,134.4
system_wide_balancing_area,2308041012,134.4
system_wide_balancing_area,2308041014,134.4
system_wide_balancing_area,2308041016,134.4
system_wide_balancing_area,2308041018,134.4
system_wide_balancing_area,2308041020,134.4
system_wide_balancing_area,2308041022,147.37547857594058
system_wide_balancing_area,2308061700,134.4
system_wide_balancing_area,2308061702,134.4
system_wide_balancing_area,2308061704,134.4
system_wide_balancing_area,2308061706,134.4
system_wide_balancing_area,2308061708,147.2968743148566
system_wide_balancing_area,2308061710,142.4663676988348
system_wide_balancing_area,2308061712,134.4
system_wide_balancing_area,2308061714,134.4
system_wide_balancing_area,2308061716,134.4
system_wide_balancing_area,2308061718,140.67320136607708
system_wide_balancing_area,2308061720,134.4
system_wide_balancing_area,2308061722,134.4
system_wide_balancing_area,2308081800,148.6822469274797
system_wide_balancing_area,2308081802,134.4
system_wide_balancing_area,2308081804,163.38107601089462
system_wide_balancing_area,2308081806,134.4
system_wide_balancing_area,2308081808,134.4
system_wide_balancing_area,2308081810,137.56021591161402
system_wide_balancing_area,2308081812,134.4
system_wide_balancing_area,2308081814,143.5232710129742
system_wide_balancing_area,2308081816,134.4
system_wide_balancing_area,2308081818,140.37056842388
system_wide_balancing_area,2308081820,134.4
system_wide_balancing_area,2308081822,134.4
system_wide_balancing_area,2308091000,157.05622836165048
system_wide_balancing_area,2308091002,134.4
system_wide_balancing_area,2308091004,134.4
system_wide_balancing_area,2308091006,138.35939132142647
system_wide_balancing_area,2308091008,134.4
system_wide_balancing_area,2308091010,185.2983663811826
system_wide_balancing_area,2308091012,134.4
system_wide_balancing_area,2308091014,134.4
system_wide_balancing_area,2308091016,134.4
system_wide_balancing_area,2308091018,150.38174896748376
system_wide_balancing_area,2308091020,134.4
system_wide_balancing_area,2308091022,134.4
system_wide_balancing_area,2308112200,278.04015346771143
system_wide_balancing_area,2308112202,134.4
system_wide_balancing_area,2308112204,134.4
system_wide_balancing_area,2308112206,148.265707389
system_wide_balancing_area,2308112208,134.4
system_wide_balancing_area,2308112210,134.4
system_wide_balancing_area,2308112212,134.4
system_wide_balancing_area,2308112214,196.98872143073473
system_wide_balancing_area,2308112216,134.4
system_wide_balancing_area,2308112218,154.54954398823918
system_wide_balancing_area,2308112220,134.4
system_wide_balancing_area,2308112222,134.4
system_wide_balancing_area,2407011200,150.0
system_wide_balancing_area,2407011202,134.4
system_wide_balancing_area,2407011204,134.4
system_wide_balancing_area,2407011206,134.4
system_wide_balancing_area,2407011208,134.4
system_wide_balancing_area,2407011210,134.4
system_wide_balancing_area,2407011212,134.4
system_wide_balancing_area,2407011214,142.66636769883547
system_wide_balancing_area,2407011216,134.4
system_wide_balancing_area,2407011218,134.4
system_wide_balancing_area,2407011220,134.4
system_wide_balancing_area,2407011222,134.4
system_wide_balancing_area,2407011900,275.63980327748806
system_wide_balancing_area,2407011902,139.11572383458986
system_wide_balancing_area,2407011904,134.4
system_wide_balancing_area,2407011906,134.4
system_wide_balancing_area,2407011908,140.36115931121594
system_wide_balancing_area,2407011910,170.2091383096599
system_wide_balancing_area,2407011912,143.63536769883467
system_wide_balancing_area,2407011914,176.06064732136196
system_wide_balancing_area,2407011916,134.4
system_wide_balancing_area,2407011918,134.4
system_wide_balancing_area,2407011920,193.3940339785578
system_wide_balancing_area,2407011922,146.91856091307477
system_wide_balancing_area,2407021200,134.3
system_wide_balancing_area,2407021202,134.3
system_wide_balancing_area,2407021204,137.50834508266118
system_wide_balancing_area,2407021206,236.63429914403557
system_wide_balancing_area,2407021208,90.0
